i,raw_vocab,category,decoded,metrics,main_metric,metric_names,main_metric_name,verification,max_prob,magic,reencoded_ids,reencoded,model
12227,ĠâĢĭ,OK, ​,"[49.471167, 324.204606, 712.817165]",49.471167,,,"[0.9072727272727368, 0.9603636363636474, 0.9501818181818289]",0.9603636363636474,strong_verified,,,sup-simcse-roberta-large
17487,Ġ?,OK, ?,"[45.705362, 222.040103, 496.961902]",45.705362,,,"[0.8949090909091001, 0.9461818181818288, 0.9003636363636457]",0.9461818181818288,strong_verified,,,sup-simcse-roberta-large
19754,ĠCaption,OK, Caption,"[35.542411, 269.71441, 578.267867]",35.542411,,,"[0.8978181818181911, 0.9323636363636466, 0.9174545454545553]",0.9323636363636466,strong_verified,,,sup-simcse-roberta-large
21674,About,OK,About,"[35.791579, 195.185021, 327.12534]",35.791579,,,"[0.9232727272727372, 0.9480000000000107, 0.9425454545454651]",0.9480000000000107,strong_verified,,,sup-simcse-roberta-large
24521,.).,OK,.).,"[36.677285, 196.048209, 512.006268]",36.677285,,,"[0.915272727272737, 0.968727272727284, 0.9672727272727385]",0.968727272727284,strong_verified,,,sup-simcse-roberta-large
35416,Currently,OK,Currently,"[39.073943, 128.40108, 350.604241]",39.073943,,,"[0.9047272727272822, 0.8927272727272818, 0.8661818181818265]",0.9047272727272822,strong_verified,,,sup-simcse-roberta-large
36994,ĠSubject,OK, Subject,"[41.133205, 224.410853, 418.302228]",41.133205,,,"[0.9309090909091011, 0.9592727272727383, 0.944363636363647]",0.9592727272727383,strong_verified,,,sup-simcse-roberta-large
40747,subject,OK,subject,"[40.841324, 264.388374, 505.33477]",40.841324,,,"[0.9334545454545558, 0.9527272727272835, 0.9363636363636467]",0.9527272727272835,strong_verified,,,sup-simcse-roberta-large
41602,Description,OK,Description,"[41.050966, 317.019826, 878.138006]",41.050966,,,"[0.9072727272727368, 0.9425454545454651, 0.9363636363636467]",0.9425454545454651,strong_verified,,,sup-simcse-roberta-large
42739,description,OK,description,"[41.627619, 276.667006, 512.716773]",41.627619,,,"[0.9094545454545551, 0.9400000000000105, 0.9218181818181918]",0.9400000000000105,strong_verified,,,sup-simcse-roberta-large
43012,"?"".",OK,"?"".","[41.146096, 328.666159, 724.764402]",41.146096,,,"[0.8941818181818273, 0.9683636363636476, 0.9505454545454654]",0.9683636363636476,strong_verified,,,sup-simcse-roberta-large
44875,Ġnoun,OK, noun,"[39.701001, 236.869042, 498.737701]",39.701001,,,"[0.9167272727272825, 0.9429090909091015, 0.9290909090909193]",0.9429090909091015,strong_verified,,,sup-simcse-roberta-large
46183,Ġschematic,OK, schematic,"[42.309548, 257.331879, 690.996071]",42.309548,,,"[0.8909090909091, 0.9381818181818286, 0.9203636363636463]",0.9381818181818286,strong_verified,,,sup-simcse-roberta-large
46812,ĠSubjects,OK, Subjects,"[47.297268, 386.266292, 708.801977]",47.297268,,,"[0.900727272727282, 0.9490909090909198, 0.9421818181818287]",0.9490909090909198,strong_verified,,,sup-simcse-roberta-large
46871,Anyway,OK,Anyway,"[37.198272, 273.518503, 585.08395]",37.198272,,,"[0.8981818181818274, 0.9552727272727382, 0.9509090909091017]",0.9552727272727382,strong_verified,,,sup-simcse-roberta-large
48512,){,OK,){,"[37.01508, 361.353928, 911.646802]",37.01508,,,"[0.8927272727272818, 0.9665454545454658, 0.9549090909091018]",0.9665454545454658,strong_verified,,,sup-simcse-roberta-large
48763,Discussion,OK,Discussion,"[49.533734, 375.306702, 504.791918]",49.533734,,,"[0.9178181818181916, 0.926909090909101, 0.9094545454545551]",0.926909090909101,strong_verified,,,sup-simcse-roberta-large
48931,Topic,OK,Topic,"[46.496477, 274.138293, 338.610438]",46.496477,,,"[0.9094545454545551, 0.9410909090909196, 0.9218181818181918]",0.9410909090909196,strong_verified,,,sup-simcse-roberta-large
49151,)].,OK,)].,"[41.263187, 322.412324, 834.893922]",41.263187,,,"[0.8916363636363728, 0.9752727272727387, 0.9690909090909203]",0.9752727272727387,strong_verified,,,sup-simcse-roberta-large
49760,CONCLUS,OK,CONCLUS,"[36.361716, 317.727193, 334.560127]",36.361716,,,"[0.903636363636373, 0.9650909090909202, 0.9454545454545561]",0.9650909090909202,strong_verified,,,sup-simcse-roberta-large
1,</s>,OK_SPECIAL,</s>,"[104.989088, 107.755159, 142.22249]",104.989088,,,"[1.0000000000000122, 1.0000000000000122, 1.0000000000000122]",1.0000000000000122,strong_verified,,,gtr-t5-xxl
5071,▁indeed,OK, indeed,"[36.990142, 38.740909, 38.889401]",36.990142,,,"[0.9810909090909207, 0.9810909090909207, 0.95709090909092]",0.9810909090909207,strong_verified,,,gtr-t5-xxl
7157,▁strongly,OK, strongly,"[36.438115, 38.134321, 40.076559]",36.438115,,,"[0.9909090909091028, 0.9909090909091028, 0.9760000000000115]",0.9909090909091028,strong_verified,,,gtr-t5-xxl
10545,▁shortly,OK, shortly,"[39.012802, 40.715314, 48.099059]",39.012802,,,"[0.9810909090909207, 0.9810909090909207, 0.9578181818181928]",0.9810909090909207,strong_verified,,,gtr-t5-xxl
16964,▁briefly,OK, briefly,"[31.503004, 33.036621, 53.938239]",31.503004,,,"[0.9821818181818298, 0.9821818181818298, 0.9672727272727385]",0.9821818181818298,strong_verified,,,gtr-t5-xxl
24050,▁consacré,OK, consacré,"[100.073013, 103.639629, 133.598991]",100.073013,,,"[1.0000000000000122, 1.0000000000000122, 1.0000000000000122]",1.0000000000000122,strong_verified,,,gtr-t5-xxl
27186,Pourtant,OK,Pourtant,"[37.293179, 38.883112, 40.428696]",37.293179,,,"[0.9825454545454663, 0.9825454545454663, 0.9734545454545569]",0.9825454545454663,strong_verified,,,gtr-t5-xxl
665,ра,OK,ра,"[47.622087, 50.218468, 73.190671]",47.622087,,,"[0.9210909090909191, 0.9210909090909191, 0.8974545454545547]",0.9210909090909191,strong_verified,,,e5-mistral-7b-instruct
1788,ци,OK,ци,"[53.302265, 56.003799, 101.824099]",53.302265,,,"[0.92400000000001, 0.92400000000001, 0.9138181818181915]",0.92400000000001,strong_verified,,,e5-mistral-7b-instruct
2454,ду,OK,ду,"[48.040067, 50.514906, 92.22061]",48.040067,,,"[0.9290909090909193, 0.9290909090909193, 0.9174545454545553]",0.9290909090909193,strong_verified,,,e5-mistral-7b-instruct
4090,▁ч,OK, ч,"[47.329463, 49.88489, 72.661574]",47.329463,,,"[0.9294545454545556, 0.9294545454545556, 0.9141818181818279]",0.9294545454545556,strong_verified,,,e5-mistral-7b-instruct
4887,▁ст,OK, ст,"[48.147173, 50.663135, 62.877942]",48.147173,,,"[0.9214545454545554, 0.9225454545454645, 0.915272727272737]",0.9225454545454645,strong_verified,,,e5-mistral-7b-instruct
5497,▁sont,OK, sont,"[65.88387, 69.176659, 99.656672]",65.88387,,,"[0.9338181818181921, 0.9338181818181921, 0.9160000000000098]",0.9338181818181921,strong_verified,,,e5-mistral-7b-instruct
7593,▁был,OK, был,"[48.572559, 51.02155, 90.822131]",48.572559,,,"[0.9418181818181923, 0.9418181818181923, 0.938545454545465]",0.9418181818181923,strong_verified,,,e5-mistral-7b-instruct
8334,бли,OK,бли,"[48.304688, 50.713077, 55.504852]",48.304688,,,"[0.9378181818181922, 0.9389090909091014, 0.9101818181818278]",0.9389090909091014,strong_verified,,,e5-mistral-7b-instruct
10105,ць,OK,ць,"[53.04072, 55.807929, 82.227222]",53.04072,,,"[0.9243636363636464, 0.9243636363636464, 0.932727272727283]",0.932727272727283,strong_verified,,,e5-mistral-7b-instruct
10266,▁которы,OK, которы,"[54.563833, 57.517397, 73.299438]",54.563833,,,"[0.9669090909091022, 0.9669090909091022, 0.9610909090909201]",0.9669090909091022,strong_verified,,,e5-mistral-7b-instruct
10645,ющи,OK,ющи,"[48.702401, 51.46606, 81.583024]",48.702401,,,"[0.9360000000000104, 0.9360000000000104, 0.9189090909091008]",0.9360000000000104,strong_verified,,,e5-mistral-7b-instruct
12122,▁peut,OK, peut,"[60.11372, 63.142182, 78.737434]",60.11372,,,"[0.917090909090919, 0.917090909090919, 0.885090909090918]",0.917090909090919,strong_verified,,,e5-mistral-7b-instruct
12645,▁släktet,OK, släktet,"[47.807337, 50.195994, 90.76231]",47.807337,,,"[0.9280000000000102, 0.9280000000000102, 0.9167272727272825]",0.9280000000000102,strong_verified,,,e5-mistral-7b-instruct
13273,жду,OK,жду,"[59.386807, 62.721666, 76.07854]",59.386807,,,"[0.9465454545454652, 0.9465454545454652, 0.9490909090909198]",0.9490909090909198,strong_verified,,,e5-mistral-7b-instruct
13783,▁испо,OK, испо,"[54.9697, 57.729542, 96.471885]",54.9697,,,"[0.9592727272727383, 0.9592727272727383, 0.9432727272727378]",0.9592727272727383,strong_verified,,,e5-mistral-7b-instruct
14004,пол,OK,пол,"[47.802707, 50.122495, 79.092115]",47.802707,,,"[0.9174545454545553, 0.9174545454545553, 0.8934545454545546]",0.9174545454545553,strong_verified,,,e5-mistral-7b-instruct
14137,▁ию,OK, ию,"[53.196286, 56.111318, 88.392411]",53.196286,,,"[0.9210909090909191, 0.9210909090909191, 0.8901818181818272]",0.9210909090909191,strong_verified,,,e5-mistral-7b-instruct
14423,ват,OK,ват,"[52.786598, 55.734274, 73.112506]",52.786598,,,"[0.9356363636363739, 0.9356363636363739, 0.9200000000000099]",0.9356363636363739,strong_verified,,,e5-mistral-7b-instruct
15357,цу,OK,цу,"[47.670174, 50.108523, 76.687737]",47.670174,,,"[0.9290909090909193, 0.9290909090909193, 0.9250909090909192]",0.9290909090909193,strong_verified,,,e5-mistral-7b-instruct
15652,▁voegen,OK, voegen,"[48.271158, 50.808006, 98.54425]",48.271158,,,"[0.9421818181818287, 0.9421818181818287, 0.9330909090909194]",0.9421818181818287,strong_verified,,,e5-mistral-7b-instruct
15708,▁klikken,OK, klikken,"[50.042095, 52.331412, 94.977873]",50.042095,,,"[0.9312727272727375, 0.9312727272727375, 0.905454545454555]",0.9312727272727375,strong_verified,,,e5-mistral-7b-instruct
15977,▁най,OK, най,"[47.98093, 50.54621, 66.882995]",47.98093,,,"[0.9520000000000108, 0.9520000000000108, 0.9538181818181927]",0.9538181818181927,strong_verified,,,e5-mistral-7b-instruct
16407,ця,OK,ця,"[47.545933, 50.145518, 79.634066]",47.545933,,,"[0.9218181818181918, 0.9218181818181918, 0.9280000000000102]",0.9280000000000102,strong_verified,,,e5-mistral-7b-instruct
17795,чо,OK,чо,"[47.531585, 50.093291, 55.616892]",47.531585,,,"[0.9276363636363737, 0.9276363636363737, 0.9061818181818276]",0.9276363636363737,strong_verified,,,e5-mistral-7b-instruct
20580,▁много,OK, много,"[59.845881, 62.87103, 90.417923]",59.845881,,,"[0.9425454545454651, 0.9425454545454651, 0.9363636363636467]",0.9425454545454651,strong_verified,,,e5-mistral-7b-instruct
27321,стов,OK,стов,"[47.57124, 49.966918, 65.547819]",47.57124,,,"[0.9243636363636464, 0.9243636363636464, 0.9072727272727368]",0.9243636363636464,strong_verified,,,e5-mistral-7b-instruct
27538,▁отри,OK, отри,"[48.018629, 50.32686, 67.637318]",48.018629,,,"[0.9418181818181923, 0.9418181818181923, 0.9301818181818283]",0.9418181818181923,strong_verified,,,e5-mistral-7b-instruct
27603,мож,OK,мож,"[48.226707, 50.736081, 73.160213]",48.226707,,,"[0.9341818181818284, 0.9341818181818284, 0.9130909090909188]",0.9341818181818284,strong_verified,,,e5-mistral-7b-instruct
28342,▁постро,OK, постро,"[47.602121, 50.055083, 81.196016]",47.602121,,,"[0.9734545454545569, 0.9734545454545569, 0.9600000000000111]",0.9734545454545569,strong_verified,,,e5-mistral-7b-instruct
28657,▁honom,OK, honom,"[48.560546, 50.851678, 87.930807]",48.560546,,,"[0.9174545454545553, 0.9174545454545553, 0.8945454545454637]",0.9174545454545553,strong_verified,,,e5-mistral-7b-instruct
31030,ץ,OK,ץ,"[52.379354, 55.29582, 97.055056]",52.379354,,,"[0.917090909090919, 0.917090909090919, 0.9010909090909185]",0.917090909090919,strong_verified,,,e5-mistral-7b-instruct
101,[CLS],OK,[CLS],"[96.76749, 412.687156, 766.567421]",96.76749,,,"[1.0000000000000122, 0.9912727272727392, 0.9898181818181937]",1.0000000000000122,strong_verified,,,nomic-embed-text-v1.5
102,[SEP],OK_SPECIAL,[SEP],"[64.976938, 164.292276, 355.056786]",64.976938,,,"[0.9963636363636484, 0.9538181818181927, 0.9621818181818292]",0.9963636363636484,strong_verified,,,nomic-embed-text-v1.5
103,[MASK],OK_SPECIAL,[MASK],"[89.426487, 354.374451, 452.200614]",89.426487,,,"[1.0000000000000122, 0.9796363636363752, 0.9785454545454662]",1.0000000000000122,strong_verified,,,nomic-embed-text-v1.5
1640,》,OK,》,"[47.875492, 36.951938, 72.899992]",47.875492,,,"[0.9956363636363756, 0.977454545454557, 0.9592727272727383]",0.9956363636363756,strong_verified,,,nomic-embed-text-v1.5
1945,行,OK,行,"[43.063317, 73.995108, 133.726975]",43.063317,,,"[0.993090909090921, 0.974545454545466, 0.9640000000000112]",0.993090909090921,strong_verified,,,nomic-embed-text-v1.5
1995,～,OK,～,"[60.033186, 103.525385, 145.92027]",60.033186,,,"[0.9938181818181938, 0.9621818181818292, 0.9472727272727379]",0.9938181818181938,strong_verified,,,nomic-embed-text-v1.5
10368,challenging,OK,challenging,"[43.976375, 12.910967, 18.195661]",43.976375,,,"[0.9923636363636483, 0.9501818181818289, 0.944363636363647]",0.9923636363636483,strong_verified,,,nomic-embed-text-v1.5
13168,cerambycidae,OK,cerambycidae,"[62.784385, 73.090308, 150.317651]",62.784385,,,"[0.9945454545454665, 0.9723636363636478, 0.9676363636363748]",0.9945454545454665,strong_verified,,,nomic-embed-text-v1.5
16821,etienne,OK,etienne,"[49.726601, 41.611205, 15.487253]",49.726601,,,"[0.9916363636363755, 0.9596363636363746, 0.9610909090909201]",0.9916363636363755,strong_verified,,,nomic-embed-text-v1.5
101,[CLS],OK,[CLS],"[97.753782, 100.517473, 124.754986]",97.753782,,,"[1.0000000000000122, 1.0000000000000122, 1.0000000000000122]",1.0000000000000122,strong_verified,,,nomic-embed-text-v1
102,[SEP],OK_SPECIAL,[SEP],"[48.709575, 50.675337, 73.851162]",48.709575,,,"[0.9858181818181936, 0.9858181818181936, 0.9952727272727393]",0.9952727272727393,strong_verified,,,nomic-embed-text-v1
103,[MASK],OK_SPECIAL,[MASK],"[81.510854, 83.941912, 110.643539]",81.510854,,,"[0.9978181818181939, 0.9978181818181939, 0.9989090909091031]",0.9989090909091031,strong_verified,,,nomic-embed-text-v1
1072,¦,OK,¦,"[57.789998, 59.513065, 83.042096]",57.789998,,,"[0.9880000000000119, 0.9880000000000119, 0.9814545454545571]",0.9880000000000119,strong_verified,,,nomic-embed-text-v1
1489,ᆼ,OK,ᆼ,"[36.955707, 38.367065, 38.416383]",36.955707,,,"[0.9927272727272847, 0.9927272727272847, 0.9781818181818297]",0.9927272727272847,strong_verified,,,nomic-embed-text-v1
1556,₉,OK,₉,"[36.152509, 37.391622, 38.3299]",36.152509,,,"[0.9883636363636482, 0.9883636363636482, 0.9840000000000118]",0.9883636363636482,strong_verified,,,nomic-embed-text-v1
1565,ₖ,OK,ₖ,"[40.807146, 41.852889, 69.799992]",40.807146,,,"[0.9934545454545575, 0.9934545454545575, 0.9880000000000119]",0.9934545454545575,strong_verified,,,nomic-embed-text-v1
1780,勝,OK,勝,"[49.966828, 51.667367, 55.253139]",49.966828,,,"[0.9850909090909208, 0.9850909090909208, 0.9741818181818296]",0.9850909090909208,strong_verified,,,nomic-embed-text-v1
6037,appearing,OK,appearing,"[37.064127, 38.526298, 37.316472]",37.064127,,,"[0.9869090909091027, 0.9869090909091027, 0.9734545454545569]",0.9869090909091027,strong_verified,,,nomic-embed-text-v1
10981,qualifier,OK,qualifier,"[42.658625, 44.13938, 62.105202]",42.658625,,,"[0.9883636363636482, 0.9883636363636482, 0.9807272727272843]",0.9883636363636482,strong_verified,,,nomic-embed-text-v1
17888,polling,OK,polling,"[54.087357, 56.291264, 28.222622]",54.087357,,,"[0.9876363636363754, 0.9887272727272846, 0.9807272727272843]",0.9887272727272846,strong_verified,,,nomic-embed-text-v1
25486,tipping,OK,tipping,"[37.865389, 39.284031, 33.417162]",37.865389,,,"[0.9861818181818299, 0.9861818181818299, 0.9690909090909203]",0.9861818181818299,strong_verified,,,nomic-embed-text-v1
3977,▁observ,OK, observ,"[41.468113, 820.950286, 5077.322587]",41.468113,,,"[0.9429090909091015, 0.9734545454545569, 0.9778181818181934]",0.9778181818181934,strong_verified,,,SFR-Embedding-Mistral
4864,▁satisf,OK, satisf,"[42.959664, 1081.859033, 4668.959927]",42.959664,,,"[0.9410909090909196, 0.9796363636363752, 0.9818181818181935]",0.9818181818181935,strong_verified,,,SFR-Embedding-Mistral
7599,▁насе,OK, насе,"[43.575462, 2526.365632, 9210.999113]",43.575462,,,"[0.9600000000000111, 0.9898181818181937, 0.9887272727272846]",0.9898181818181937,strong_verified,,,SFR-Embedding-Mistral
8481,▁годи,OK, годи,"[57.578281, 3283.800028, 10392.23202]",57.578281,,,"[0.9410909090909196, 0.9829090909091026, 0.9869090909091027]",0.9869090909091027,strong_verified,,,SFR-Embedding-Mistral
8614,▁вре,OK, вре,"[48.111514, 2080.877475, 7642.227359]",48.111514,,,"[0.9727272727272841, 0.9883636363636482, 0.9912727272727392]",0.9912727272727392,strong_verified,,,SFR-Embedding-Mistral
10266,▁которы,OK, которы,"[57.752456, 1983.13186, 8530.446276]",57.752456,,,"[0.9647272727272839, 0.9934545454545575, 0.9938181818181938]",0.9938181818181938,strong_verified,,,SFR-Embedding-Mistral
10414,▁уча,OK, уча,"[47.680535, 2653.225979, 12148.523467]",47.680535,,,"[0.9734545454545569, 0.9923636363636483, 0.9938181818181938]",0.9938181818181938,strong_verified,,,SFR-Embedding-Mistral
10645,ющи,OK,ющи,"[45.889639, 2062.64672, 9065.273693]",45.889639,,,"[0.9421818181818287, 0.9781818181818297, 0.9807272727272843]",0.9807272727272843,strong_verified,,,SFR-Embedding-Mistral
11084,▁нача,OK, нача,"[41.162232, 1173.27044, 3625.083337]",41.162232,,,"[0.9501818181818289, 0.9756363636363751, 0.9847272727272844]",0.9847272727272844,strong_verified,,,SFR-Embedding-Mistral
11383,▁occas,OK, occas,"[41.579273, 1413.571461, 2302.310257]",41.579273,,,"[0.9600000000000111, 0.9861818181818299, 0.9912727272727392]",0.9912727272727392,strong_verified,,,SFR-Embedding-Mistral
14052,▁Jahrhund,OK, Jahrhund,"[54.989448, 2432.154791, 8724.825782]",54.989448,,,"[0.9505454545454654, 0.9876363636363754, 0.9890909090909209]",0.9890909090909209,strong_verified,,,SFR-Embedding-Mistral
14159,▁райо,OK, райо,"[46.749496, 1005.393462, 2786.670167]",46.749496,,,"[0.9450909090909196, 0.9854545454545572, 0.9905454545454664]",0.9905454545454664,strong_verified,,,SFR-Embedding-Mistral
14673,▁algun,OK, algun,"[41.716745, 1614.723626, 5582.899803]",41.716745,,,"[0.9509090909091017, 0.9789090909091025, 0.9767272727272842]",0.9789090909091025,strong_verified,,,SFR-Embedding-Mistral
15119,▁окру,OK, окру,"[42.107294, 847.249367, 2125.332561]",42.107294,,,"[0.9523636363636472, 0.9861818181818299, 0.9876363636363754]",0.9876363636363754,strong_verified,,,SFR-Embedding-Mistral
15652,▁voegen,OK, voegen,"[41.376916, 2010.609813, 8985.428703]",41.376916,,,"[0.941454545454556, 0.9854545454545572, 0.9887272727272846]",0.9887272727272846,strong_verified,,,SFR-Embedding-Mistral
15977,▁най,OK, най,"[42.773927, 2101.371059, 5598.62265]",42.773927,,,"[0.9472727272727379, 0.9738181818181932, 0.9814545454545571]",0.9814545454545571,strong_verified,,,SFR-Embedding-Mistral
16207,▁явля,OK, явля,"[47.655251, 1370.290639, 5900.89749]",47.655251,,,"[0.951272727272738, 0.983272727272739, 0.9861818181818299]",0.9861818181818299,strong_verified,,,SFR-Embedding-Mistral
18150,▁того,OK, того,"[46.69643, 1870.084631, 4341.34241]",46.69643,,,"[0.9461818181818288, 0.9720000000000114, 0.9810909090909207]",0.9810909090909207,strong_verified,,,SFR-Embedding-Mistral
18961,▁чемпи,OK, чемпи,"[47.232556, 544.488754, 2169.710917]",47.232556,,,"[0.9425454545454651, 0.9800000000000116, 0.9854545454545572]",0.9854545454545572,strong_verified,,,SFR-Embedding-Mistral
18977,▁получи,OK, получи,"[41.870418, 1519.241245, 4619.887706]",41.870418,,,"[0.9563636363636473, 0.9829090909091026, 0.983272727272739]",0.983272727272739,strong_verified,,,SFR-Embedding-Mistral
19676,▁который,OK, который,"[52.603698, 2801.764645, 5991.627436]",52.603698,,,"[0.9407272727272832, 0.9789090909091025, 0.9861818181818299]",0.9861818181818299,strong_verified,,,SFR-Embedding-Mistral
21168,▁распо,OK, распо,"[52.42385, 1595.549082, 7100.537245]",52.42385,,,"[0.951272727272738, 0.9854545454545572, 0.9927272727272847]",0.9927272727272847,strong_verified,,,SFR-Embedding-Mistral
21902,ześ,OK,ześ,"[46.759604, 1322.311977, 7490.237125]",46.759604,,,"[0.9454545454545561, 0.9792727272727388, 0.9807272727272843]",0.9807272727272843,strong_verified,,,SFR-Embedding-Mistral
22243,▁района,OK, района,"[47.824965, 632.096539, 4690.388703]",47.824965,,,"[0.9407272727272832, 0.9843636363636481, 0.983272727272739]",0.9843636363636481,strong_verified,,,SFR-Embedding-Mistral
22290,▁llev,OK, llev,"[46.86787, 1470.168137, 6493.579155]",46.86787,,,"[0.9480000000000107, 0.9850909090909208, 0.9858181818181936]",0.9858181818181936,strong_verified,,,SFR-Embedding-Mistral
22643,▁DCHECK,OK, DCHECK,"[41.681607, 1647.914399, 7262.176353]",41.681607,,,"[0.9614545454545566, 0.9854545454545572, 0.9861818181818299]",0.9861818181818299,strong_verified,,,SFR-Embedding-Mistral
23017,▁trabaj,OK, trabaj,"[47.437488, 537.84861, 3645.217984]",47.437488,,,"[0.9549090909091018, 0.99018181818183, 0.9898181818181937]",0.99018181818183,strong_verified,,,SFR-Embedding-Mistral
23136,▁побе,OK, побе,"[42.19767, 2230.534435, 7949.671769]",42.19767,,,"[0.9585454545454656, 0.9847272727272844, 0.9880000000000119]",0.9880000000000119,strong_verified,,,SFR-Embedding-Mistral
23903,▁режи,OK, режи,"[41.243091, 1850.802156, 7140.686692]",41.243091,,,"[0.9472727272727379, 0.9876363636363754, 0.9858181818181936]",0.9876363636363754,strong_verified,,,SFR-Embedding-Mistral
24065,▁которые,OK, которые,"[47.557226, 2055.566039, 9974.915242]",47.557226,,,"[0.9432727272727378, 0.9818181818181935, 0.9912727272727392]",0.9912727272727392,strong_verified,,,SFR-Embedding-Mistral
24285,▁соста,OK, соста,"[41.235908, 1007.009096, 4255.54955]",41.235908,,,"[0.9709090909091023, 0.9883636363636482, 0.9912727272727392]",0.9912727272727392,strong_verified,,,SFR-Embedding-Mistral
24430,▁изда,OK, изда,"[47.446559, 1322.308369, 3736.613447]",47.446559,,,"[0.9407272727272832, 0.9821818181818298, 0.9898181818181937]",0.9898181818181937,strong_verified,,,SFR-Embedding-Mistral
24735,▁актив,OK, актив,"[41.505407, 843.202393, 3566.54603]",41.505407,,,"[0.9545454545454655, 0.9800000000000116, 0.9810909090909207]",0.9810909090909207,strong_verified,,,SFR-Embedding-Mistral
25071,▁них,OK, них,"[47.167266, 1758.366246, 7242.407794]",47.167266,,,"[0.9432727272727378, 0.9778181818181934, 0.9858181818181936]",0.9858181818181936,strong_verified,,,SFR-Embedding-Mistral
25337,▁участи,OK, участи,"[41.972683, 1769.086893, 7689.653709]",41.972683,,,"[0.9640000000000112, 0.9858181818181936, 0.992000000000012]",0.992000000000012,strong_verified,,,SFR-Embedding-Mistral
26454,▁befindet,OK, befindet,"[41.433312, 1644.56848, 7022.888809]",41.433312,,,"[0.9454545454545561, 0.9894545454545574, 0.9898181818181937]",0.9898181818181937,strong_verified,,,SFR-Embedding-Mistral
26683,▁служ,OK, служ,"[41.984106, 1273.21336, 2737.170579]",41.984106,,,"[0.9410909090909196, 0.9927272727272847, 0.9880000000000119]",0.9927272727272847,strong_verified,,,SFR-Embedding-Mistral
26939,▁invån,OK, invån,"[41.6481, 542.355761, 2301.229357]",41.6481,,,"[0.9709090909091023, 0.9912727272727392, 0.9876363636363754]",0.9912727272727392,strong_verified,,,SFR-Embedding-Mistral
27021,▁участ,OK, участ,"[41.865834, 829.079671, 3407.42259]",41.865834,,,"[0.9567272727272836, 0.9887272727272846, 0.9923636363636483]",0.9923636363636483,strong_verified,,,SFR-Embedding-Mistral
27158,▁invånare,OK, invånare,"[41.963395, 552.08369, 4112.587736]",41.963395,,,"[0.9592727272727383, 0.9916363636363755, 0.9941818181818302]",0.9941818181818302,strong_verified,,,SFR-Embedding-Mistral
27403,▁furono,OK, furono,"[46.456076, 2558.199089, 7818.034543]",46.456076,,,"[0.9432727272727378, 0.9825454545454663, 0.9872727272727391]",0.9872727272727391,strong_verified,,,SFR-Embedding-Mistral
27538,▁отри,OK, отри,"[42.791695, 442.930737, 4195.644366]",42.791695,,,"[0.951272727272738, 0.9785454545454662, 0.9858181818181936]",0.9858181818181936,strong_verified,,,SFR-Embedding-Mistral
28202,▁которых,OK, которых,"[52.426444, 1476.070487, 4643.072659]",52.426444,,,"[0.9407272727272832, 0.9814545454545571, 0.9814545454545571]",0.9814545454545571,strong_verified,,,SFR-Embedding-Mistral
28271,▁смер,OK, смер,"[42.524491, 1474.764028, 4819.120419]",42.524491,,,"[0.9465454545454652, 0.9821818181818298, 0.971636363636375]",0.9821818181818298,strong_verified,,,SFR-Embedding-Mistral
28335,▁занима,OK, занима,"[43.376088, 1810.075234, 5879.304421]",43.376088,,,"[0.9461818181818288, 0.9756363636363751, 0.9763636363636479]",0.9763636363636479,strong_verified,,,SFR-Embedding-Mistral
28653,▁той,OK, той,"[42.575917, 1679.219345, 5946.105853]",42.575917,,,"[0.9600000000000111, 0.9796363636363752, 0.9909090909091028]",0.9909090909091028,strong_verified,,,SFR-Embedding-Mistral
18153,zeichnet,OK,zeichnet,"[27.01804, 481.566274, 3283.507746]",27.01804,,,"[0.8709090909090994, 0.9290909090909193, 0.9272727272727374]",0.9290909090909193,strong_verified,,,SFR-Embedding-2_R
19232,▁scales,OK, scales,"[21.406171, 1269.170059, 2036.810109]",21.406171,,,"[0.8876363636363727, 0.9381818181818286, 0.9345454545454649]",0.9381818181818286,strong_verified,,,SFR-Embedding-2_R
1,</s>,OK_SPECIAL,</s>,"[90.51683, 98.82823, 123.055026]",90.51683,,,"[1.0000000000000122, 1.0000000000000122, 1.0000000000000122]",1.0000000000000122,strong_verified,,,instructor-base
42,▁or,OK, or,"[59.258683, 63.211352, 74.216298]",59.258683,,,"[0.9850909090909208, 0.9850909090909208, 0.9738181818181932]",0.9850909090909208,strong_verified,,,instructor-base
132,▁there,OK, there,"[54.588614, 58.21969, 67.738692]",54.588614,,,"[0.9887272727272846, 0.9887272727272846, 0.9876363636363754]",0.9887272727272846,strong_verified,,,instructor-base
1067,▁outside,OK, outside,"[54.535423, 58.402709, 61.562276]",54.535423,,,"[0.9938181818181938, 0.9938181818181938, 0.9912727272727392]",0.9938181818181938,strong_verified,,,instructor-base
5775,▁somewhere,OK, somewhere,"[64.511617, 68.729689, 66.838081]",64.511617,,,"[0.9858181818181936, 0.9858181818181936, 0.9843636363636481]",0.9858181818181936,strong_verified,,,instructor-base
10843,▁somebody,OK, somebody,"[54.590326, 58.441805, 68.508143]",54.590326,,,"[0.9989090909091031, 0.9989090909091031, 0.9905454545454664]",0.9989090909091031,strong_verified,,,instructor-base
16471,▁Someone,OK, Someone,"[59.657086, 63.888768, 69.093247]",59.657086,,,"[0.9883636363636482, 0.9883636363636482, 0.9781818181818297]",0.9883636363636482,strong_verified,,,instructor-base
