i,raw_vocab,category,decoded,metrics,main_metric,metric_names,main_metric_name,verification,max_prob,magic,reencoded_ids,reencoded,model
30332,lucrarea,OK,lucrarea,"[89.872437, 97.823769, 121.064836]",89.872437,,,"[1.0000000000000122, 1.0000000000000122, 1.0000000000000122]",1.0000000000000122,strong_verified,,,instructor-base
32073,<extra_id_26>,OK_SPECIAL, <extra_id_26>,"[66.275659, 72.385264, 94.593515]",66.275659,,,"[0.9952727272727393, 0.9952727272727393, 0.9952727272727393]",0.9952727272727393,strong_verified,,,instructor-base
32077,<extra_id_22>,OK_SPECIAL, <extra_id_22>,"[56.718278, 60.971326, 86.712592]",56.718278,,,"[0.9916363636363755, 0.9916363636363755, 0.9909090909091028]",0.9916363636363755,strong_verified,,,instructor-base
32080,<extra_id_19>,OK_SPECIAL, <extra_id_19>,"[59.814648, 65.099382, 80.474088]",59.814648,,,"[0.9945454545454665, 0.9945454545454665, 0.9945454545454665]",0.9945454545454665,strong_verified,,,instructor-base
32081,<extra_id_18>,OK_SPECIAL, <extra_id_18>,"[57.807671, 62.750378, 64.786442]",57.807671,,,"[0.9934545454545575, 0.9934545454545575, 0.9956363636363756]",0.9956363636363756,strong_verified,,,instructor-base
4771,Ġgraph,OK, graph,"[20.409496, 14.317051, 4.656756]",20.409496,,,"[0.9160000000000098, 0.9174545454545553, 0.5236363636363608]",0.9174545454545553,strong_verified,,,gte-Qwen2-7B-instruct
4924,Ġdating,OK, dating,"[22.002235, 21.233735, 16.768786]",22.002235,,,"[0.9309090909091011, 0.9334545454545558, 0.5276363636363607]",0.9334545454545558,strong_verified,,,gte-Qwen2-7B-instruct
5046,Ġfix,OK, fix,"[25.195707, 25.006598, 21.831478]",25.195707,,,"[0.9283636363636465, 0.9309090909091011, 0.5239999999999972]",0.9309090909091011,strong_verified,,,gte-Qwen2-7B-instruct
5147,Ġsubs,OK, subs,"[20.123141, 19.701259, 3.534348]",20.123141,,,"[0.9243636363636464, 0.9258181818181919, 0.4687272727272697]",0.9258181818181919,strong_verified,,,gte-Qwen2-7B-instruct
5590,Ġoil,OK, oil,"[19.789183, 20.888706, 9.065886]",19.789183,,,"[0.938545454545465, 0.9381818181818286, 0.5901818181818179]",0.938545454545465,strong_verified,,,gte-Qwen2-7B-instruct
8388,Ġnotes,OK, notes,"[20.337138, 12.560865, 5.003218]",20.337138,,,"[0.9276363636363737, 0.9287272727272828, 0.550909090909089]",0.9287272727272828,strong_verified,,,gte-Qwen2-7B-instruct
9459,Ġopinion,OK, opinion,"[27.14929, 21.17042, 22.905136]",27.14929,,,"[0.9305454545454648, 0.9290909090909193, 0.5821818181818176]",0.9305454545454648,strong_verified,,,gte-Qwen2-7B-instruct
10822,Ġcoding,OK, coding,"[19.70245, 13.663991, 4.763334]",19.70245,,,"[0.918181818181828, 0.9163636363636462, 0.483999999999997]",0.918181818181828,strong_verified,,,gte-Qwen2-7B-instruct
12299,Ġpassing,OK, passing,"[20.081145, 13.121479, 18.191276]",20.081145,,,"[0.9200000000000099, 0.9214545454545554, 0.5076363636363602]",0.9214545454545554,strong_verified,,,gte-Qwen2-7B-instruct
12341,Ġchecks,OK, checks,"[19.950953, 19.407845, 4.607784]",19.950953,,,"[0.9316363636363738, 0.9305454545454648, 0.5352727272727249]",0.9316363636363738,strong_verified,,,gte-Qwen2-7B-instruct
12729,Ġfiled,OK, filed,"[21.693057, 14.417053, 6.217629]",21.693057,,,"[0.9178181818181916, 0.9214545454545554, 0.537454545454543]",0.9214545454545554,strong_verified,,,gte-Qwen2-7B-instruct
17172,Ġflavor,OK, flavor,"[19.734146, 21.132423, 18.521064]",19.734146,,,"[0.912363636363646, 0.9109090909091005, 0.5505454545454527]",0.912363636363646,strong_verified,,,gte-Qwen2-7B-instruct
18577,Ġanswered,OK, answered,"[19.970469, 12.78283, 21.266349]",19.970469,,,"[0.9305454545454648, 0.9320000000000103, 0.4632727272727245]",0.9320000000000103,strong_verified,,,gte-Qwen2-7B-instruct
18739,Ġreaching,OK, reaching,"[19.68142, 19.767372, 20.005424]",19.68142,,,"[0.929818181818192, 0.9280000000000102, 0.47236363636363354]",0.929818181818192,strong_verified,,,gte-Qwen2-7B-instruct
19673,Ġresolved,OK, resolved,"[19.760556, 14.209291, 17.563868]",19.760556,,,"[0.915272727272737, 0.9130909090909188, 0.4876363636363605]",0.915272727272737,strong_verified,,,gte-Qwen2-7B-instruct
20834,Ġbanned,OK, banned,"[20.243091, 19.397271, 2.823567]",20.243091,,,"[0.9189090909091008, 0.9232727272727372, 0.48545454545454253]",0.9232727272727372,strong_verified,,,gte-Qwen2-7B-instruct
21633,Ġpointing,OK, pointing,"[19.713078, 14.001491, 4.81532]",19.713078,,,"[0.9301818181818283, 0.9272727272727374, 0.5741818181818172]",0.9301818181818283,strong_verified,,,gte-Qwen2-7B-instruct
22708,Ġbay,OK, bay,"[23.683117, 22.301655, 5.870904]",23.683117,,,"[0.9305454545454648, 0.9301818181818283, 0.5654545454545441]",0.9305454545454648,strong_verified,,,gte-Qwen2-7B-instruct
24865,Ġforums,OK, forums,"[21.082941, 20.790432, 3.328112]",21.082941,,,"[0.929818181818192, 0.9323636363636466, 0.5250909090909062]",0.9323636363636466,strong_verified,,,gte-Qwen2-7B-instruct
25626,Ġshar,OK, shar,"[25.195548, 8.298614, 5.125236]",25.195548,,,"[0.9156363636363734, 0.917090909090919, 0.4814545454545425]",0.917090909090919,strong_verified,,,gte-Qwen2-7B-instruct
25832,ĠMining,OK, Mining,"[22.773759, 21.44714, 7.305814]",22.773759,,,"[0.9138181818181915, 0.9134545454545552, 0.5298181818181792]",0.9138181818181915,strong_verified,,,gte-Qwen2-7B-instruct
27575,Ġbump,OK, bump,"[23.640273, 23.573682, 4.278399]",23.640273,,,"[0.9309090909091011, 0.9309090909091011, 0.5450909090909071]",0.9309090909091011,strong_verified,,,gte-Qwen2-7B-instruct
27815,Ġbaking,OK, baking,"[24.070556, 24.424532, 6.144971]",24.070556,,,"[0.9218181818181918, 0.9258181818181919, 0.5261818181818154]",0.9258181818181919,strong_verified,,,gte-Qwen2-7B-instruct
28059,Ġcomics,OK, comics,"[19.646047, 19.134715, 4.663794]",19.646047,,,"[0.9400000000000105, 0.9410909090909196, 0.5716363636363627]",0.9410909090909196,strong_verified,,,gte-Qwen2-7B-instruct
28833,Ġenters,OK, enters,"[19.806288, 13.329874, 3.399127]",19.806288,,,"[0.917090909090919, 0.9127272727272824, 0.43854545454545224]",0.917090909090919,strong_verified,,,gte-Qwen2-7B-instruct
28961,Ġsolver,OK, solver,"[30.07907, 20.829222, 24.040322]",30.07907,,,"[0.9392727272727377, 0.9367272727272831, 0.6254545454545463]",0.9392727272727377,strong_verified,,,gte-Qwen2-7B-instruct
29149,Ġvegan,OK, vegan,"[21.719842, 21.052559, 5.126737]",21.719842,,,"[0.9309090909091011, 0.926909090909101, 0.5232727272727246]",0.9309090909091011,strong_verified,,,gte-Qwen2-7B-instruct
29464,Ġlemon,OK, lemon,"[25.204355, 19.650152, 19.56326]",25.204355,,,"[0.926909090909101, 0.929818181818192, 0.5734545454545446]",0.929818181818192,strong_verified,,,gte-Qwen2-7B-instruct
30687,Ġpeg,OK, peg,"[21.867949, 22.512924, 6.301846]",21.867949,,,"[0.9127272727272824, 0.9141818181818279, 0.5734545454545446]",0.9141818181818279,strong_verified,,,gte-Qwen2-7B-instruct
31362,Ġoils,OK, oils,"[20.203158, 19.670759, 7.833602]",20.203158,,,"[0.9389090909091014, 0.9403636363636468, 0.5639999999999986]",0.9403636363636468,strong_verified,,,gte-Qwen2-7B-instruct
31529,Ġmusicians,OK, musicians,"[20.017377, 19.562113, 3.838449]",20.017377,,,"[0.9276363636363737, 0.9290909090909193, 0.5370909090909067]",0.9290909090909193,strong_verified,,,gte-Qwen2-7B-instruct
31574,Ġpix,OK, pix,"[19.714519, 12.386793, 4.434185]",19.714519,,,"[0.9178181818181916, 0.9189090909091008, 0.5618181818181803]",0.9189090909091008,strong_verified,,,gte-Qwen2-7B-instruct
35042,ĠHindu,OK, Hindu,"[22.66742, 11.047366, 3.117799]",22.66742,,,"[0.9138181818181915, 0.912363636363646, 0.4807272727272697]",0.9138181818181915,strong_verified,,,gte-Qwen2-7B-instruct
37113,Ġtagged,OK, tagged,"[19.607391, 5.956521, 2.927967]",19.607391,,,"[0.9254545454545555, 0.9229090909091009, 0.43272727272727035]",0.9254545454545555,strong_verified,,,gte-Qwen2-7B-instruct
37228,Ġbee,OK, bee,"[21.16554, 14.80882, 6.094743]",21.16554,,,"[0.9243636363636464, 0.9258181818181919, 0.5338181818181794]",0.9258181818181919,strong_verified,,,gte-Qwen2-7B-instruct
39325,Ġtho,OK, tho,"[20.014389, 13.067557, 3.874626]",20.014389,,,"[0.9163636363636462, 0.9149090909091007, 0.5192727272727241]",0.9163636363636462,strong_verified,,,gte-Qwen2-7B-instruct
40265,Ġcommenting,OK, commenting,"[31.854887, 25.503189, 3.506482]",31.854887,,,"[0.9276363636363737, 0.9287272727272828, 0.4992727272727241]",0.9287272727272828,strong_verified,,,gte-Qwen2-7B-instruct
41068,Ġdib,OK, dib,"[20.943019, 20.417484, 4.305437]",20.943019,,,"[0.9156363636363734, 0.9141818181818279, 0.5014545454545423]",0.9156363636363734,strong_verified,,,gte-Qwen2-7B-instruct
41290,Ġmarble,OK, marble,"[20.120239, 20.027857, 4.25872]",20.120239,,,"[0.9229090909091009, 0.9229090909091009, 0.5294545454545426]",0.9229090909091009,strong_verified,,,gte-Qwen2-7B-instruct
41719,Ġlime,OK, lime,"[23.147927, 20.195047, 7.453629]",23.147927,,,"[0.918181818181828, 0.9196363636363735, 0.6032727272727275]",0.9196363636363735,strong_verified,,,gte-Qwen2-7B-instruct
43934,ĠElectrical,OK, Electrical,"[19.956323, 22.047292, 5.767509]",19.956323,,,"[0.9250909090909192, 0.9280000000000102, 0.5512727272727255]",0.9280000000000102,strong_verified,,,gte-Qwen2-7B-instruct
45372,Ġmilling,OK, milling,"[20.042403, 15.268423, 4.138391]",20.042403,,,"[0.9250909090909192, 0.9250909090909192, 0.4945454545454514]",0.9250909090909192,strong_verified,,,gte-Qwen2-7B-instruct
46093,ĠChecking,OK, Checking,"[29.194288, 28.395532, 20.61836]",29.194288,,,"[0.9225454545454645, 0.9196363636363735, 0.5079999999999966]",0.9225454545454645,strong_verified,,,gte-Qwen2-7B-instruct
47116,Ġdecoding,OK, decoding,"[21.118931, 25.809077, 3.583685]",21.118931,,,"[0.9229090909091009, 0.9214545454545554, 0.504363636363633]",0.9229090909091009,strong_verified,,,gte-Qwen2-7B-instruct
48004,Ġtint,OK, tint,"[19.64561, 13.682833, 4.667222]",19.64561,,,"[0.9196363636363735, 0.912363636363646, 0.6061818181818185]",0.9196363636363735,strong_verified,,,gte-Qwen2-7B-instruct
48400,Ġbidding,OK, bidding,"[26.013548, 19.029446, 5.541795]",26.013548,,,"[0.9174545454545553, 0.9189090909091008, 0.48545454545454253]",0.9189090909091008,strong_verified,,,gte-Qwen2-7B-instruct
48490,ĠTHC,OK, THC,"[26.395701, 19.900478, 4.889812]",26.395701,,,"[0.9283636363636465, 0.9247272727272827, 0.5938181818181816]",0.9283636363636465,strong_verified,,,gte-Qwen2-7B-instruct
50247,Ġbaz,OK, baz,"[19.816177, 19.214448, 3.735786]",19.816177,,,"[0.912363636363646, 0.9116363636363732, 0.46836363636363354]",0.912363636363646,strong_verified,,,gte-Qwen2-7B-instruct
50850,Ġtrending,OK, trending,"[27.262531, 20.909172, 5.335614]",27.262531,,,"[0.938545454545465, 0.9356363636363739, 0.5058181818181785]",0.938545454545465,strong_verified,,,gte-Qwen2-7B-instruct
52295,Ġtally,OK, tally,"[20.705016, 14.46099, 19.309072]",20.705016,,,"[0.9218181818181918, 0.9243636363636464, 0.5083636363636331]",0.9243636363636464,strong_verified,,,gte-Qwen2-7B-instruct
52308,ĠFishing,OK, Fishing,"[20.311807, 19.861787, 33.827173]",20.311807,,,"[0.9196363636363735, 0.917090909090919, 0.5196363636363605]",0.9196363636363735,strong_verified,,,gte-Qwen2-7B-instruct
54023,Ġyrs,OK, yrs,"[20.751873, 19.397454, 3.129365]",20.751873,,,"[0.9261818181818282, 0.9283636363636465, 0.495272727272724]",0.9283636363636465,strong_verified,,,gte-Qwen2-7B-instruct
54208,Ġbeads,OK, beads,"[20.518362, 20.921616, 4.938794]",20.518362,,,"[0.956000000000011, 0.9530909090909199, 0.6090909090909096]",0.956000000000011,strong_verified,,,gte-Qwen2-7B-instruct
54566,Ġjpeg,OK, jpeg,"[20.994003, 21.43986, 5.724902]",20.994003,,,"[0.9221818181818281, 0.9250909090909192, 0.562545454545453]",0.9250909090909192,strong_verified,,,gte-Qwen2-7B-instruct
56271,Ġnumb,OK, numb,"[21.823075, 21.464779, 17.935468]",21.823075,,,"[0.9236363636363736, 0.9236363636363736, 0.5298181818181792]",0.9236363636363736,strong_verified,,,gte-Qwen2-7B-instruct
56282,Ġreel,OK, reel,"[24.893049, 12.550825, 22.933223]",24.893049,,,"[0.9192727272727371, 0.9178181818181916, 0.5501818181818164]",0.9192727272727371,strong_verified,,,gte-Qwen2-7B-instruct
56287,Ġpaging,OK, paging,"[20.391768, 13.724203, 4.003163]",20.391768,,,"[0.9378181818181922, 0.9403636363636468, 0.5323636363636338]",0.9403636363636468,strong_verified,,,gte-Qwen2-7B-instruct
56849,Ġthumbs,OK, thumbs,"[20.548292, 13.365458, 17.390169]",20.548292,,,"[0.9370909090909195, 0.9370909090909195, 0.47199999999999714]",0.9370909090909195,strong_verified,,,gte-Qwen2-7B-instruct
58353,Ġtaxable,OK, taxable,"[24.356726, 11.403212, 3.205869]",24.356726,,,"[0.9214545454545554, 0.9210909090909191, 0.5261818181818153]",0.9214545454545554,strong_verified,,,gte-Qwen2-7B-instruct
58705,ĠSeeking,OK, Seeking,"[23.032819, 29.006463, 24.599908]",23.032819,,,"[0.9167272727272825, 0.9145454545454643, 0.5719999999999988]",0.9167272727272825,strong_verified,,,gte-Qwen2-7B-instruct
60012,ĠPuzzle,OK, Puzzle,"[19.990979, 13.85378, 7.611481]",19.990979,,,"[0.9185454545454644, 0.9156363636363734, 0.5898181818181816]",0.9185454545454644,strong_verified,,,gte-Qwen2-7B-instruct
60887,Ġdetox,OK, detox,"[20.850589, 14.840256, 3.900816]",20.850589,,,"[0.912363636363646, 0.912363636363646, 0.44945454545454294]",0.912363636363646,strong_verified,,,gte-Qwen2-7B-instruct
61453,Ġlumber,OK, lumber,"[19.983968, 7.980058, 6.574511]",19.983968,,,"[0.9189090909091008, 0.9203636363636463, 0.47490909090908806]",0.9203636363636463,strong_verified,,,gte-Qwen2-7B-instruct
62127,Ġclr,OK, clr,"[25.905224, 5.517623, 18.369598]",25.905224,,,"[0.9149090909091007, 0.912363636363646, 0.47745454545454247]",0.9149090909091007,strong_verified,,,gte-Qwen2-7B-instruct
62178,Ġrepent,OK, repent,"[20.977343, 6.414225, 4.506338]",20.977343,,,"[0.915272727272737, 0.9130909090909188, 0.567999999999999]",0.915272727272737,strong_verified,,,gte-Qwen2-7B-instruct
64250,Ġhail,OK, hail,"[23.070722, 18.418981, 7.285103]",23.070722,,,"[0.918181818181828, 0.918181818181828, 0.5454545454545433]",0.918181818181828,strong_verified,,,gte-Qwen2-7B-instruct
64405,Ġcreek,OK, creek,"[26.437212, 20.290988, 4.520773]",26.437212,,,"[0.912363636363646, 0.9109090909091005, 0.5738181818181809]",0.912363636363646,strong_verified,,,gte-Qwen2-7B-instruct
65450,ĠHearing,OK, Hearing,"[27.551293, 27.030342, 6.262874]",27.551293,,,"[0.9134545454545552, 0.9145454545454643, 0.5392727272727249]",0.9145454545454643,strong_verified,,,gte-Qwen2-7B-instruct
71016,ĠTide,OK, Tide,"[24.532472, 23.308139, 25.650785]",24.532472,,,"[0.9167272727272825, 0.9149090909091007, 0.6047272727272729]",0.9167272727272825,strong_verified,,,gte-Qwen2-7B-instruct
72318,Ġkettle,OK, kettle,"[20.208061, 20.025035, 18.705145]",20.208061,,,"[0.9218181818181918, 0.9218181818181918, 0.5683636363636351]",0.9218181818181918,strong_verified,,,gte-Qwen2-7B-instruct
72897,ĠCandle,OK, Candle,"[20.184192, 19.759296, 37.027982]",20.184192,,,"[0.9163636363636462, 0.9178181818181916, 0.6120000000000003]",0.9178181818181916,strong_verified,,,gte-Qwen2-7B-instruct
73032,ĠDangerous,OK, Dangerous,"[22.452423, 21.770114, 8.014841]",22.452423,,,"[0.9130909090909188, 0.9105454545454642, 0.5698181818181806]",0.9130909090909188,strong_verified,,,gte-Qwen2-7B-instruct
73042,Ġoptimizing,OK, optimizing,"[24.862749, 20.359675, 3.789893]",24.862749,,,"[0.9160000000000098, 0.9101818181818278, 0.5574545454545439]",0.9160000000000098,strong_verified,,,gte-Qwen2-7B-instruct
73356,ĠElectricity,OK, Electricity,"[21.78925, 21.339788, 20.210867]",21.78925,,,"[0.9280000000000102, 0.9290909090909193, 0.5607272727272713]",0.9290909090909193,strong_verified,,,gte-Qwen2-7B-instruct
73730,Ġlax,OK, lax,"[21.158144, 20.126124, 4.429076]",21.158144,,,"[0.918181818181828, 0.918181818181828, 0.566181818181817]",0.918181818181828,strong_verified,,,gte-Qwen2-7B-instruct
74522,ĠFacial,OK, Facial,"[21.214443, 20.756283, 19.562103]",21.214443,,,"[0.9130909090909188, 0.9160000000000098, 0.5087272727272694]",0.9160000000000098,strong_verified,,,gte-Qwen2-7B-instruct
74812,Ġanon,OK, anon,"[33.949284, 16.078921, 17.811487]",33.949284,,,"[0.9138181818181915, 0.9156363636363734, 0.5298181818181791]",0.9156363636363734,strong_verified,,,gte-Qwen2-7B-instruct
76817,ĠMeasurements,OK, Measurements,"[20.987518, 20.379726, 5.053703]",20.987518,,,"[0.9218181818181918, 0.9229090909091009, 0.5661818181818169]",0.9229090909091009,strong_verified,,,gte-Qwen2-7B-instruct
77048,ĠSHR,OK, SHR,"[19.649744, 13.072528, 7.962909]",19.649744,,,"[0.9145454545454643, 0.9134545454545552, 0.5749090909090898]",0.9145454545454643,strong_verified,,,gte-Qwen2-7B-instruct
78721,ĠSteering,OK, Steering,"[28.124583, 18.81014, 19.429083]",28.124583,,,"[0.9163636363636462, 0.9163636363636462, 0.5894545454545449]",0.9163636363636462,strong_verified,,,gte-Qwen2-7B-instruct
79972,Ġthrott,OK, thrott,"[20.996009, 20.728386, 2.985632]",20.996009,,,"[0.918181818181828, 0.9207272727272826, 0.5203636363636334]",0.9207272727272826,strong_verified,,,gte-Qwen2-7B-instruct
80213,Ġmeddling,OK, meddling,"[20.2311, 7.571703, 2.664732]",20.2311,,,"[0.9243636363636464, 0.9250909090909192, 0.5170909090909059]",0.9250909090909192,strong_verified,,,gte-Qwen2-7B-instruct
81375,Ġcorrecting,OK, correcting,"[28.097045, 28.423841, 3.330535]",28.097045,,,"[0.9229090909091009, 0.9283636363636465, 0.4858181818181788]",0.9283636363636465,strong_verified,,,gte-Qwen2-7B-instruct
82305,ĠCooling,OK, Cooling,"[20.440375, 20.474662, 5.425423]",20.440375,,,"[0.912363636363646, 0.9138181818181915, 0.5807272727272721]",0.9138181818181915,strong_verified,,,gte-Qwen2-7B-instruct
83017,Ġcovid,OK, covid,"[21.473745, 20.349607, 3.466614]",21.473745,,,"[0.9389090909091014, 0.941454545454556, 0.5421818181818161]",0.941454545454556,strong_verified,,,gte-Qwen2-7B-instruct
83621,Ġpolled,OK, polled,"[25.341332, 17.600055, 3.120601]",25.341332,,,"[0.9178181818181916, 0.917090909090919, 0.466909090909088]",0.9178181818181916,strong_verified,,,gte-Qwen2-7B-instruct
84022,Ġblinking,OK, blinking,"[24.297213, 24.334248, 4.126058]",24.297213,,,"[0.9494545454545562, 0.9465454545454652, 0.5312727272727246]",0.9494545454545562,strong_verified,,,gte-Qwen2-7B-instruct
84192,Ġmultiplying,OK, multiplying,"[23.597156, 18.932652, 4.315007]",23.597156,,,"[0.9167272727272825, 0.918181818181828, 0.4970909090909058]",0.918181818181828,strong_verified,,,gte-Qwen2-7B-instruct
84498,Ġbreakup,OK, breakup,"[21.139162, 13.346982, 5.287924]",21.139162,,,"[0.9203636363636463, 0.9178181818181916, 0.40872727272727083]",0.9203636363636463,strong_verified,,,gte-Qwen2-7B-instruct
85550,ĠFollowers,OK, Followers,"[20.216875, 13.738535, 4.275346]",20.216875,,,"[0.9127272727272824, 0.9174545454545553, 0.5839999999999993]",0.9174545454545553,strong_verified,,,gte-Qwen2-7B-instruct
85911,Ġsire,OK, sire,"[19.901652, 13.608713, 3.655294]",19.901652,,,"[0.912363636363646, 0.9083636363636459, 0.5803636363636356]",0.912363636363646,strong_verified,,,gte-Qwen2-7B-instruct
85935,ĠOnion,OK, Onion,"[23.749047, 16.815428, 21.681884]",23.749047,,,"[0.9163636363636462, 0.9134545454545552, 0.6309090909090921]",0.9163636363636462,strong_verified,,,gte-Qwen2-7B-instruct
87235,Ġiterating,OK, iterating,"[19.637879, 24.157823, 3.023201]",19.637879,,,"[0.9196363636363735, 0.9229090909091009, 0.47236363636363354]",0.9229090909091009,strong_verified,,,gte-Qwen2-7B-instruct
88770,ĠCameras,OK, Cameras,"[21.425737, 14.752871, 6.254169]",21.425737,,,"[0.9130909090909188, 0.9116363636363732, 0.6127272727272733]",0.9130909090909188,strong_verified,,,gte-Qwen2-7B-instruct
89219,Ġspotting,OK, spotting,"[20.82905, 14.845131, 4.472414]",20.82905,,,"[0.9218181818181918, 0.9207272727272826, 0.5159999999999967]",0.9218181818181918,strong_verified,,,gte-Qwen2-7B-instruct
91444,Ġtimeouts,OK, timeouts,"[20.781151, 20.411878, 4.836515]",20.781151,,,"[0.9192727272727371, 0.9149090909091007, 0.4632727272727246]",0.9192727272727371,strong_verified,,,gte-Qwen2-7B-instruct
93501,Ġcds,OK, cds,"[21.42053, 12.674273, 3.803931]",21.42053,,,"[0.9174545454545553, 0.9174545454545553, 0.503272727272724]",0.9174545454545553,strong_verified,,,gte-Qwen2-7B-instruct
94808,Ġbev,OK, bev,"[21.73448, 26.522895, 6.710786]",21.73448,,,"[0.917090909090919, 0.9163636363636462, 0.5436363636363614]",0.917090909090919,strong_verified,,,gte-Qwen2-7B-instruct
95149,ĠAsking,OK, Asking,"[21.258512, 14.920066, 4.370504]",21.258512,,,"[0.9254545454545555, 0.926909090909101, 0.5792727272727264]",0.926909090909101,strong_verified,,,gte-Qwen2-7B-instruct
95910,Ġshl,OK, shl,"[20.911206, 18.558608, 6.924568]",20.911206,,,"[0.9196363636363735, 0.918181818181828, 0.5109090909090876]",0.9196363636363735,strong_verified,,,gte-Qwen2-7B-instruct
95994,Ġbarber,OK, barber,"[22.220464, 21.800781, 5.442371]",22.220464,,,"[0.9200000000000099, 0.9229090909091009, 0.511272727272724]",0.9229090909091009,strong_verified,,,gte-Qwen2-7B-instruct
96145,Ġsyncing,OK, syncing,"[24.289598, 12.531355, 2.586651]",24.289598,,,"[0.9149090909091007, 0.9163636363636462, 0.4938181818181787]",0.9163636363636462,strong_verified,,,gte-Qwen2-7B-instruct
97148,Ġiam,OK, iam,"[20.886262, 20.515588, 3.244399]",20.886262,,,"[0.9138181818181915, 0.9149090909091007, 0.5683636363636351]",0.9149090909091007,strong_verified,,,gte-Qwen2-7B-instruct
28759,Ġawkward,OK, awkward,"[22.789086, 23.49489, 3.028878]",22.789086,,,"[0.9323636363636466, 0.9323636363636466, 0.7298181818181863]",0.9323636363636466,strong_verified,,,gte-Qwen2-1.5B-instruct
40078,Ġthru,OK, thru,"[26.694713, 26.96993, 4.747425]",26.694713,,,"[0.9407272727272832, 0.9407272727272832, 0.7981818181818247]",0.9407272727272832,strong_verified,,,gte-Qwen2-1.5B-instruct
46780,Ġgifted,OK, gifted,"[24.335703, 25.187269, 15.430786]",24.335703,,,"[0.9330909090909194, 0.9330909090909194, 0.8040000000000066]",0.9330909090909194,strong_verified,,,gte-Qwen2-1.5B-instruct
64351,Ġupfront,OK, upfront,"[24.209959, 25.147885, 3.257258]",24.209959,,,"[0.9429090909091015, 0.9429090909091015, 0.7858181818181879]",0.9429090909091015,strong_verified,,,gte-Qwen2-1.5B-instruct
98497,Ġportraying,OK, portraying,"[24.167801, 24.839986, 3.180432]",24.167801,,,"[0.9320000000000103, 0.9320000000000103, 0.7680000000000056]",0.9320000000000103,strong_verified,,,gte-Qwen2-1.5B-instruct
102,[SEP],OK_SPECIAL,[SEP],"[99.134642, 697.3274, 1555.987231]",99.134642,,,"[0.9876363636363754, 0.9970909090909211, 0.9945454545454665]",0.9970909090909211,strong_verified,,,UAE-Large-V1
1112,ɔ,OK,ɔ,"[37.251978, 87.389806, 184.564254]",37.251978,,,"[0.929818181818192, 0.8803636363636451, 0.8741818181818267]",0.929818181818192,strong_verified,,,UAE-Large-V1
1115,ɛ,OK,ɛ,"[23.397349, 18.841888, 132.251781]",23.397349,,,"[0.926909090909101, 0.8661818181818265, 0.8378181818181893]",0.926909090909101,strong_verified,,,UAE-Large-V1
1132,ʊ,OK,ʊ,"[24.881265, 38.340679, 136.463673]",24.881265,,,"[0.9101818181818278, 0.9018181818181912, 0.9065454545454641]",0.9101818181818278,strong_verified,,,UAE-Large-V1
1159,ε,OK,ε,"[22.92755, 41.203512, 79.645956]",22.92755,,,"[0.9247272727272827, 0.8643636363636447, 0.8589090909090991]",0.9247272727272827,strong_verified,,,UAE-Large-V1
1213,і,OK,і,"[23.56816, 35.423872, 68.821935]",23.56816,,,"[0.9130909090909188, 0.8818181818181906, 0.8465454545454624]",0.9130909090909188,strong_verified,,,UAE-Large-V1
1232,ո,OK,ո,"[29.442029, 46.627839, 88.342845]",29.442029,,,"[0.9214545454545554, 0.915272727272737, 0.9189090909091008]",0.9214545454545554,strong_verified,,,UAE-Large-V1
1241,א,OK,א,"[22.579569, 81.280836, 178.428946]",22.579569,,,"[0.9138181818181915, 0.8741818181818267, 0.8581818181818263]",0.9138181818181915,strong_verified,,,UAE-Large-V1
1690,を,OK,を,"[23.028755, 73.854092, 142.599051]",23.028755,,,"[0.92400000000001, 0.9138181818181915, 0.902545454545464]",0.92400000000001,strong_verified,,,UAE-Large-V1
2383,having,OK,having,"[26.224517, 71.130248, 146.27798]",26.224517,,,"[0.9138181818181915, 0.9112727272727369, 0.9094545454545551]",0.9138181818181915,strong_verified,,,UAE-Large-V1
6055,equipped,OK,equipped,"[22.364094, 144.885877, 319.217269]",22.364094,,,"[0.9232727272727372, 0.9592727272727383, 0.9567272727272836]",0.9592727272727383,strong_verified,,,UAE-Large-V1
6866,posted,OK,posted,"[23.241406, 44.072657, 84.935389]",23.241406,,,"[0.9312727272727375, 0.9160000000000098, 0.905454545454555]",0.9312727272727375,strong_verified,,,UAE-Large-V1
10066,occurring,OK,occurring,"[28.437349, 55.467915, 109.274165]",28.437349,,,"[0.9120000000000097, 0.9247272727272827, 0.9316363636363738]",0.9316363636363738,strong_verified,,,UAE-Large-V1
19115,intercept,OK,intercept,"[25.679325, 200.414132, 460.693125]",25.679325,,,"[0.9112727272727369, 0.8916363636363728, 0.882181818181827]",0.9112727272727369,strong_verified,,,UAE-Large-V1
1,</s>,OK_SPECIAL,</s>,"[101.575245, 106.772682, 138.739544]",101.575245,,,"[1.0000000000000122, 1.0000000000000122, 1.0000000000000122]",1.0000000000000122,strong_verified,,,instructor-xl
6164,▁newly,OK, newly,"[64.647157, 67.952244, 76.055563]",64.647157,,,"[0.994909090909103, 0.994909090909103, 0.9912727272727392]",0.994909090909103,strong_verified,,,instructor-xl
8743,▁apparently,OK, apparently,"[65.607857, 69.061291, 70.263041]",65.607857,,,"[0.9960000000000121, 0.9960000000000121, 0.9894545454545574]",0.9960000000000121,strong_verified,,,instructor-xl
