sentence-t5-base,gte-base-en-v1.5,bge-base-en-v1.5,instructor-base,e5-base,sup-simcse-bert-base-uncased,all-mpnet-base-v2,UAE-Large-V1
0.792,0.5537,0.504,0.852,0.7295,0.642,0.2146,0.4277
0.7915,0.3318,0.4116,0.8135,0.7207,0.4707,0.1442,0.4717
0.7964,0.3271,0.501,0.814,0.7715,0.772,0.2004,0.5195
0.7896,0.3555,0.4314,0.8374,0.7676,0.4883,0.124,0.5303
0.7646,0.2329,0.5854,0.8438,0.6943,0.3977,0.3372,0.5737
0.782,0.3381,0.6475,0.8594,0.754,0.819,0.2659,0.5405
0.785,0.3887,0.5117,0.845,0.735,0.6694,0.3936,0.4702
0.7974,0.3767,0.566,0.8257,0.738,0.534,0.07477,0.533
0.8,0.4136,0.545,0.808,0.79,0.4187,0.306,0.5063
0.844,0.366,0.4915,0.831,0.7124,0.747,0.4412,0.53
0.8174,0.2996,0.4353,0.833,0.703,0.5137,0.1186,0.4421
0.79,0.3215,0.4568,0.829,0.765,0.701,0.09296,0.4717
0.8174,0.281,0.545,0.8315,0.7495,0.489,0.1389,0.4424
0.7983,0.3909,0.6177,0.8315,0.7373,0.5967,0.2473,0.49
0.838,0.4468,0.541,0.8145,0.7227,0.5957,0.08594,0.568
0.776,0.2266,0.539,0.821,0.693,0.554,0.5186,0.512
0.845,0.2053,0.557,0.913,0.763,0.697,0.1509,0.4766
0.7866,0.5493,0.518,0.8345,0.752,0.5083,0.1614,0.4944
0.759,0.4812,0.5015,0.8286,0.774,0.697,0.3303,0.4812
0.8174,0.4382,0.398,0.831,0.78,0.516,0.1197,0.545
0.778,0.2712,0.576,0.8115,0.7964,0.4653,0.11066,0.52
0.7944,0.3877,0.562,0.789,0.747,0.4543,0.3293,0.46
0.7803,0.427,0.5156,0.8354,0.77,0.652,0.1433,0.4644
0.787,0.3318,0.5527,0.8506,0.7085,0.674,0.3047,0.499
0.8057,0.329,0.6006,0.8047,0.725,0.602,0.273,0.474
0.8057,0.3823,0.554,0.837,0.6973,0.6636,0.1544,0.49
0.762,0.3027,0.571,0.814,0.832,0.4592,0.2627,0.5645
0.8096,0.3682,0.3755,0.8457,0.787,0.378,0.1547,0.4805
0.774,0.4326,0.4314,0.818,0.721,0.6206,0.1287,0.4604
0.828,0.3591,0.542,0.8164,0.7437,0.576,0.2145,0.5093
0.822,0.3638,0.4836,0.845,0.7354,0.4631,0.1758,0.4854
0.773,0.259,0.621,0.8345,0.7354,0.566,0.4204,0.505
0.8047,0.3623,0.5073,0.8096,0.7007,0.568,0.0756,0.4944
0.815,0.2974,0.579,0.8345,0.69,0.4524,0.1388,0.484
0.7764,0.3564,0.5474,0.813,0.706,0.518,0.1764,0.4854
0.796,0.4163,0.553,0.8257,0.772,0.4202,0.09607,0.551
0.808,0.2505,0.4832,0.8057,0.744,0.6553,0.1157,0.4775
0.811,0.3523,0.4604,0.8633,0.6875,0.456,0.2058,0.4697
0.751,0.3875,0.578,0.8364,0.744,0.5923,0.1442,0.543
0.77,0.3635,0.513,0.833,0.778,0.5825,0.179,0.5044
0.8135,0.4072,0.5146,0.853,0.671,0.6787,0.2673,0.5464
0.79,0.0928,0.4785,0.834,0.7524,0.796,0.8423,0.4333
0.7905,0.329,0.5728,0.817,0.731,0.6206,0.15,0.6934
0.749,0.3984,0.492,0.8438,0.729,0.3179,0.1426,0.536
0.823,0.3508,0.5674,0.8286,0.7017,0.6587,0.4612,0.508
0.8066,0.3823,0.599,0.851,0.703,0.453,0.3975,0.554
0.8203,0.2964,0.5166,0.8564,0.7383,0.7993,0.1449,0.4565
0.7764,0.3384,0.4832,0.835,0.7056,0.5107,0.3953,0.5293
0.834,0.449,0.566,0.8335,0.751,0.534,0.1986,0.4578
0.801,0.2754,0.5796,0.839,0.738,0.754,0.1694,0.521
0.775,0.3782,0.5044,0.8306,0.7085,0.5903,0.251,0.56
0.795,0.3506,0.4214,0.863,0.798,0.583,0.1355,0.5
0.787,0.481,0.418,0.83,0.7144,0.5625,0.2418,0.5146
0.8076,0.3872,0.4688,0.835,0.7783,0.7104,0.1218,0.4563
0.801,0.4177,0.4634,0.8066,0.7017,0.617,0.443,0.537
0.783,0.256,0.5283,0.835,0.7515,0.4917,0.0965,0.4836
0.7812,0.374,0.5483,0.905,0.79,0.6655,0.02678,0.528
0.805,0.641,0.566,0.853,0.7036,0.561,0.1509,0.4736
0.7827,0.2803,0.4314,0.8135,0.7227,0.676,0.1029,0.4492
0.795,0.3013,0.5337,0.846,0.797,0.526,0.09735,0.4836
0.789,0.3918,0.5093,0.789,0.789,0.4893,0.2312,0.497
0.8154,0.483,0.5703,0.8345,0.7495,0.4626,0.1791,0.4578
0.747,0.457,0.491,0.7993,0.7764,0.5835,0.1825,0.4944
0.8247,0.323,0.883,0.826,0.8076,0.6455,0.1018,0.52
0.8037,0.3228,0.531,0.807,0.6934,0.856,0.10394,0.534
0.765,0.2563,0.453,0.807,0.715,0.617,0.1931,0.4285
0.7827,0.253,0.4866,0.8267,0.707,0.465,0.2798,0.501
0.8013,0.394,0.5635,0.8184,0.782,0.4998,0.2725,0.576
0.7983,0.5254,0.4407,0.791,0.7207,0.404,0.167,0.4358
0.8047,0.287,0.5317,0.864,0.7573,0.714,0.1617,0.528
0.787,0.3635,0.507,0.805,0.719,0.565,0.2091,0.545
0.8066,0.2605,0.501,0.822,0.7783,0.5107,0.2324,0.4995
0.7856,0.4167,0.476,0.8394,0.7183,0.6187,0.1775,0.4622
0.768,0.3672,0.565,0.8433,0.7705,0.5195,0.12366,0.61
0.7764,0.3293,0.551,0.8267,0.741,0.5527,0.0813,0.5005
0.9214,0.487,0.5396,0.813,0.7163,0.587,0.08655,0.5786
0.7866,0.3354,0.529,0.8657,0.745,0.5205,0.1322,0.477
0.7935,0.3733,0.527,0.78,0.724,0.5137,0.1296,0.4678
0.8228,0.3718,0.4788,0.8184,0.8125,0.456,0.2808,0.4868
0.798,0.3115,0.529,0.8438,0.7812,0.5127,0.1327,0.5347
0.8125,0.296,0.504,0.863,0.6743,0.569,0.1349,0.473
0.7764,0.398,0.539,0.8145,0.7803,0.459,0.144,0.5137
0.765,0.3843,0.4673,0.875,0.7153,0.539,0.03308,0.4282
0.785,0.3328,0.4395,0.847,0.693,0.6567,0.5034,0.4695
0.753,0.2465,0.659,0.816,0.757,0.5146,0.1172,0.485
0.7954,0.2502,0.5454,0.8047,0.8,0.6616,0.1902,0.4387
0.811,0.3875,0.4346,0.839,0.771,0.6167,0.2303,0.488
0.8013,0.35,0.532,0.8364,0.7925,0.535,0.361,0.5254
0.781,0.6147,0.562,0.831,0.7285,0.5913,0.06256,0.4622
0.816,0.3333,0.436,0.8413,0.72,0.822,0.1626,0.5117
0.827,0.2499,0.5366,0.8506,0.8115,0.537,0.1548,0.4683
0.8286,0.417,0.534,0.8604,0.716,0.4795,0.4666,0.5176
0.7793,0.5464,0.4463,0.858,0.698,0.616,0.0907,0.5317
0.794,0.2123,0.4631,0.8354,0.715,0.5366,0.5513,0.4788
0.8276,0.3032,0.5073,0.8267,0.753,0.5596,0.368,0.4387
0.835,0.4204,0.6025,0.8057,0.779,0.5757,0.1064,0.4417
0.784,0.3281,0.526,0.8145,0.763,0.5522,0.1567,0.5327
0.85,0.3308,0.409,0.8564,0.7036,0.559,0.1431,0.509
0.8,0.3218,0.9067,0.854,0.7236,0.6094,0.2025,0.5625
0.8354,0.344,0.538,0.83,0.7856,0.4358,0.2551,0.63
0.831,0.3035,0.55,0.8433,0.6963,0.665,0.11566,0.4497
0.8213,0.3906,0.6294,0.8257,0.722,0.618,0.1425,0.518
0.807,0.524,0.5586,0.8335,0.7144,0.57,0.391,0.449
0.784,0.3486,0.5522,0.8394,0.747,0.5425,0.1432,0.5264
0.7964,0.4377,0.4983,0.84,0.7827,0.6187,0.05347,0.488
0.7847,0.2556,0.5303,0.835,0.7417,0.4248,0.2405,0.4897
0.7715,0.387,0.549,0.808,0.809,0.511,0.2935,0.4753
0.8125,0.1835,0.4436,0.849,0.804,0.655,0.1643,0.5215
0.8086,0.2676,0.5166,0.828,0.724,0.6685,0.1997,0.502
0.833,0.3923,0.572,0.862,0.7856,0.5054,0.1289,0.551
0.809,0.3706,0.5215,0.875,0.7954,0.473,0.1605,0.494
0.7847,0.3071,0.5557,0.817,0.721,0.601,0.271,0.518
0.8213,0.465,0.4934,0.872,0.746,0.5825,0.1132,0.535
0.803,0.382,0.6406,0.854,0.698,0.605,0.3926,0.603
0.7427,0.257,0.5166,0.8496,0.7153,0.6045,0.2133,0.4646
0.761,0.3115,0.536,0.8354,0.7344,0.4966,0.2012,0.4773
0.813,0.526,0.576,0.8667,0.6714,0.5596,0.1718,0.573
0.7944,0.2734,0.4832,0.89,0.804,0.637,0.1417,0.529
0.815,0.243,0.5713,0.8457,0.7295,0.6235,0.2185,0.5854
0.841,0.3281,0.4448,0.8755,0.7734,0.7666,0.3533,0.4946
0.77,0.257,0.4983,0.837,0.762,0.4634,0.0819,0.513
0.7993,0.2793,0.541,0.8184,0.742,0.6304,0.186,0.6284
0.7964,0.3538,0.4324,0.8154,0.743,0.6714,0.343,0.5225
0.765,0.4932,0.5,0.836,0.7344,0.6284,0.2524,0.442
0.797,0.2964,0.6606,0.824,0.67,0.6113,0.0988,0.4988
0.7983,0.4143,0.5093,0.821,0.73,0.5605,0.082,0.5063
0.817,0.4033,0.5386,0.872,0.6978,0.6367,0.2118,0.4968
0.782,0.3237,0.521,0.857,0.7227,0.508,0.2139,0.534
0.7437,0.3955,0.525,0.87,0.764,0.6333,0.2922,0.4495
0.755,0.2634,0.4495,0.838,0.749,0.7163,0.513,0.512
0.8716,0.4915,0.5845,0.828,0.736,0.665,0.0912,0.4104
0.791,0.4294,0.4937,0.866,0.6987,0.6626,0.15,0.4885
0.79,0.455,0.508,0.8545,0.698,0.6523,0.1509,0.589
0.846,0.4656,0.5933,0.831,0.714,0.6704,0.11945,0.5127
0.8047,0.4353,0.6616,0.835,0.714,0.5107,0.1442,0.4917
0.7744,0.3965,0.5264,0.8164,0.7256,0.538,0.10223,0.4792
0.7974,0.2852,0.544,0.809,0.7896,0.5605,0.2126,0.4226
0.8047,0.5576,0.475,0.8643,0.7256,0.623,0.1162,0.4158
0.8115,0.4324,0.4807,0.8467,0.766,0.6772,0.1064,0.502
0.872,0.48,0.536,0.85,0.7466,0.6826,0.1509,0.493
0.8267,0.3008,0.478,0.853,0.705,0.634,0.2347,0.463
0.7856,0.3735,0.4265,0.8037,0.7554,0.44,0.1693,0.539
0.731,0.2908,0.605,0.8594,0.773,0.659,0.1686,0.492
0.788,0.4653,0.5635,0.844,0.761,0.6636,0.2847,0.521
0.79,0.4624,0.5146,0.8145,0.7466,0.4888,0.0761,0.5015
0.8228,0.4146,0.4592,0.8506,0.7485,0.7363,0.2229,0.547
0.8203,0.268,0.5337,0.8296,0.73,0.6206,0.1573,0.425
0.761,0.3147,0.451,0.8975,0.6797,0.9253,0.2172,0.512
0.7676,0.5195,0.4648,0.853,0.773,0.555,0.1418,0.5186
0.805,0.3777,0.396,0.8584,0.749,0.5283,0.1318,0.4827
0.7676,0.3606,0.5015,0.8,0.7188,0.8438,0.134,0.4407
0.8765,0.3782,0.3381,0.877,0.6685,0.5254,0.1296,0.375
0.786,0.3,0.4468,0.863,0.8276,0.7827,0.2029,0.5186
0.7695,0.327,0.5273,0.857,0.7183,0.8896,0.3699,0.5483
0.798,0.4243,0.5156,0.8433,0.7026,0.7227,0.0794,0.508
0.759,0.4412,0.6064,0.851,0.7695,0.5874,0.2152,0.613
0.786,0.441,0.6733,0.8174,0.7705,0.624,0.0906,0.4995
0.785,0.4426,0.6196,0.8306,0.7407,0.5684,0.2135,0.55
0.7754,0.3418,0.5356,0.86,0.678,0.4841,0.3584,0.4185
0.7983,0.3406,0.539,0.813,0.6943,0.4956,0.1924,0.4727
0.7974,0.4863,0.4702,0.807,0.8125,0.6064,0.41,0.6104
0.786,0.505,0.505,0.872,0.7563,0.638,0.1288,0.4546
0.8076,0.37,0.547,0.8257,0.7866,0.549,0.1796,0.4678
0.8364,0.636,0.563,0.837,0.708,0.5103,0.1752,0.6504
0.8125,0.3464,0.5776,0.8394,0.746,0.523,0.1443,0.4548
0.812,0.572,0.5566,0.825,0.7573,0.5674,0.252,0.5317
0.7554,0.2399,0.656,0.8237,0.684,0.7036,0.163,0.4827
0.7983,0.4526,0.4326,0.833,0.7383,0.5215,0.1895,0.5273
0.7896,0.516,0.453,0.8438,0.7183,0.4326,0.3372,0.4463
0.771,0.292,0.4788,0.8813,0.748,0.8496,0.1333,0.484
0.8076,0.3003,0.3928,0.817,0.7354,0.3894,0.2761,0.4797
0.7656,0.3154,0.5356,0.854,0.806,0.4023,0.2361,0.5776
0.799,0.3337,0.4807,0.86,0.697,0.6025,0.2275,0.5415
0.7866,0.3914,0.471,0.791,0.757,0.711,0.07764,0.568
0.7783,0.431,0.5327,0.8203,0.7485,0.533,0.117,0.497
0.7803,0.3062,0.5303,0.856,0.7188,0.5254,0.10443,0.4958
0.81,0.512,0.5405,0.863,0.7275,0.728,0.2883,0.5435
0.767,0.324,0.563,0.8257,0.754,0.6797,0.1936,0.503
0.805,0.2876,0.6294,0.8354,0.7812,0.633,0.1494,0.48
0.802,0.3506,0.5757,0.8164,0.7563,0.5337,0.2349,0.4285
0.8013,0.3374,0.492,0.8325,0.7383,0.4268,0.126,0.4531
0.7847,0.4197,0.475,0.8545,0.795,0.559,0.10077,0.4373
0.7554,0.4358,0.4932,0.818,0.6777,0.5312,0.1708,0.5312
0.7954,0.496,0.3958,0.8726,0.7334,0.646,0.12396,0.4895
0.785,0.3481,0.4246,0.84,0.8716,0.882,0.1498,0.433
0.799,0.4353,0.578,0.8247,0.721,0.6475,0.1008,0.5103
0.784,0.3801,0.4463,0.7783,0.719,0.6914,0.1476,0.523
0.829,0.33,0.57,0.8115,0.712,0.3455,0.0906,0.4536
0.7974,0.4082,0.521,0.8555,0.776,0.811,0.301,0.4868
0.781,0.3574,0.612,0.8413,0.708,0.6323,0.04898,0.5024
0.8306,0.2861,0.604,0.837,0.78,0.637,0.1425,0.5327
0.824,0.4028,0.5537,0.841,0.7114,0.5093,0.2974,0.5293
0.7764,0.3772,0.4233,0.8423,0.7524,0.6,0.1124,0.4517
0.8047,0.3474,0.502,0.873,0.732,0.6733,0.2108,0.4585
0.7695,0.454,0.5786,0.816,0.678,0.836,0.2369,0.548
0.795,0.3,0.3953,0.8345,0.83,0.6323,0.3682,0.455
0.7964,0.3765,0.6094,0.857,0.7456,0.6987,0.1653,0.5557
0.7783,0.254,0.586,0.816,0.702,0.671,0.0861,0.4424
0.804,0.4167,0.5327,0.808,0.7607,0.679,0.1863,0.501
0.8,0.3484,0.592,0.855,0.8135,0.542,0.19,0.54
0.771,0.4895,0.4792,0.822,0.8047,0.6143,0.1166,0.4941
0.8135,0.3752,0.5454,0.8647,0.7144,0.4495,0.2458,0.572
0.881,0.332,0.5884,0.8423,0.714,0.6206,0.1016,0.4773
0.7666,0.3428,0.539,0.819,0.74,0.611,0.10645,0.5605
0.8057,0.4055,0.4553,0.8154,0.7695,0.5825,0.2174,0.537
0.7754,0.2189,0.568,0.8145,0.789,0.4136,0.07184,0.4963
0.7666,0.4404,0.53,0.825,0.725,0.5273,0.1272,0.5083
0.7974,0.302,0.4504,0.823,0.7,0.4812,0.2236,0.4563
0.7847,0.3164,0.4429,0.856,0.737,0.6177,0.1909,0.4612
0.806,0.339,0.564,0.8223,0.8013,0.671,0.2083,0.484
0.7686,0.51,0.4587,0.773,0.75,0.6504,0.1279,0.4468
0.7915,0.4297,0.603,0.851,0.737,0.5933,0.04147,0.5596
0.8013,0.3271,0.4338,0.828,0.764,0.5884,0.10284,0.486
0.7866,0.3875,0.516,0.8438,0.785,0.533,0.2712,0.4238
0.86,0.417,0.53,0.8506,0.7827,0.578,0.2042,0.5454
0.797,0.483,0.596,0.809,0.6885,0.8433,0.166,0.5674
0.815,0.317,0.5596,0.844,0.826,0.675,0.1798,0.5537
0.759,0.3772,0.5464,0.86,0.6895,0.9136,0.0793,0.5376
0.8594,0.483,0.525,0.787,0.7705,0.4458,0.08466,0.3872
0.809,0.4185,0.5566,0.814,0.789,0.6216,0.2388,0.4934
0.8086,0.345,0.5107,0.857,0.7173,0.852,0.2375,0.51
0.836,0.3203,0.621,0.8105,0.7686,0.5103,0.2507,0.616
0.7935,0.2898,0.546,0.8647,0.7324,0.6396,0.06903,0.5986
0.7944,0.3386,0.585,0.853,0.7905,0.59,0.1669,0.512
0.801,0.6167,0.6553,0.862,0.697,0.574,0.1522,0.52
0.8193,0.4602,0.4346,0.8535,0.733,0.6943,0.1503,0.4768
0.812,0.33,0.5195,0.8735,0.744,0.6196,0.1597,0.488
0.8027,0.3699,0.6055,0.8223,0.6934,0.5576,0.1643,0.5015
0.788,0.2196,0.55,0.8193,0.7104,0.59,0.1936,0.5845
0.8228,0.304,0.4922,0.816,0.802,0.671,0.5015,0.5273
0.787,0.3167,0.4714,0.8423,0.721,0.4917,0.158,0.4976
0.799,0.4707,0.518,0.794,0.6978,0.506,0.3665,0.428
0.818,0.524,0.4487,0.8423,0.784,0.6567,0.1598,0.4084
0.8037,0.3235,0.509,0.8486,0.766,0.741,0.1063,0.502
0.781,0.4697,0.4702,0.816,0.819,0.688,0.139,0.5054
0.753,0.532,0.4539,0.823,0.7354,0.5557,0.1731,0.5015
0.7905,0.429,0.53,0.795,0.7896,0.5327,0.1305,0.5396
0.7827,0.3967,0.6045,0.8276,0.691,0.6953,0.1534,0.4475
0.8096,0.3064,0.5073,0.857,0.7266,0.8174,0.0836,0.5303
0.769,0.2905,0.5337,0.8496,0.721,0.522,0.1967,0.4792
0.7866,0.3599,0.5366,0.832,0.746,0.5244,0.1906,0.5264
0.8145,0.4016,0.523,0.8477,0.693,0.5073,0.2664,0.54
0.7974,0.3625,0.593,0.84,0.738,0.4883,-0.00891,0.457
0.8066,0.552,0.5073,0.8296,0.6963,0.479,0.03955,0.543
0.7886,0.514,0.4937,0.8467,0.7607,0.588,0.1323,0.435
0.7715,0.3557,0.4963,0.846,0.6978,0.3652,0.2644,0.4985
0.7803,0.4211,0.6045,0.857,0.725,0.565,0.1153,0.4624
0.7915,0.2786,0.5557,0.8096,0.6953,0.684,0.2554,0.4492
0.84,0.3188,0.4548,0.8716,0.763,0.522,0.212,0.455
0.795,0.4758,0.433,0.832,0.711,0.602,0.1805,0.4714
0.8184,0.442,0.6304,0.827,0.747,0.6313,0.2067,0.4102
0.763,0.286,0.5566,0.857,0.729,0.4907,0.1296,0.5317
0.7944,0.2898,0.573,0.8394,0.73,0.563,0.08514,0.579
0.828,0.3496,0.62,0.84,0.735,0.6655,0.2134,0.4963
0.794,0.4568,0.4797,0.815,0.674,0.527,0.0984,0.4824
0.7627,0.3313,0.547,0.7803,0.715,0.621,0.1377,0.5996
0.784,0.3274,0.526,0.8496,0.742,0.647,0.2837,0.4553
0.779,0.4775,0.4756,0.8306,0.721,0.5015,0.1965,0.56
0.781,0.3547,0.4734,0.8477,0.7114,0.629,0.1938,0.4434
0.84,0.378,0.4849,0.8306,0.7666,0.6465,0.1322,0.4402
0.799,0.3105,0.634,0.8364,0.727,0.6587,0.228,0.692
0.7666,0.539,0.582,0.8735,0.725,0.6885,0.1581,0.5
0.7646,0.3193,0.604,0.83,0.686,0.575,0.1582,0.4856
0.796,0.4297,0.507,0.8296,0.728,0.3682,0.3135,0.588
0.7974,0.3555,0.572,0.8403,0.7354,0.6772,0.1059,0.4568
0.8433,0.3196,0.49,0.8154,0.738,0.4443,0.382,0.4631
0.819,0.3752,0.406,0.8203,0.7217,0.6694,0.2269,0.5557
0.824,0.395,0.452,0.837,0.7515,0.7173,0.483,0.442
0.8022,0.3918,0.4875,0.904,0.81,0.5415,0.2015,0.4478
0.7715,0.2708,0.4595,0.8447,0.717,0.354,0.131,0.502
0.816,0.5537,0.5044,0.849,0.7554,0.4868,0.1965,0.5205
0.7812,0.374,0.4675,0.8164,0.717,0.681,0.1774,0.519
0.8003,0.2769,0.539,0.842,0.7163,0.449,0.1644,0.5
0.762,0.3064,0.6147,0.8633,0.7466,0.6567,0.1464,0.485
0.784,0.3096,0.559,0.817,0.771,0.3977,0.2358,0.4553
0.8,0.2817,0.504,0.8,0.785,0.3972,0.2029,0.5337
0.8013,0.3687,0.605,0.788,0.7617,0.4849,0.0683,0.414
0.792,0.2355,0.4802,0.86,0.8325,0.562,0.2047,0.4382
0.788,0.3003,0.5127,0.851,0.703,0.556,0.11743,0.561
0.7603,0.3943,0.4128,0.8506,0.7866,0.5073,0.202,0.5474
0.785,0.4006,0.5684,0.815,0.731,0.5327,0.0556,0.51
0.802,0.3313,0.616,0.8354,0.7466,0.5664,0.1249,0.5015
0.795,0.3328,0.4355,0.836,0.8057,0.4893,0.1602,0.5884
0.8145,0.3672,0.4548,0.877,0.952,0.523,0.1583,0.514
0.8154,0.327,0.694,0.812,0.744,0.606,0.1931,0.5356
0.7954,0.3247,0.631,0.8516,0.802,0.517,0.177,0.4873
0.767,0.3816,0.411,0.8384,0.74,0.585,0.1411,0.5317
0.747,0.3123,0.474,0.85,0.6885,0.5596,0.0454,0.5615
0.844,0.471,0.5093,0.85,0.772,0.6143,0.1808,0.491
0.817,0.2812,0.4543,0.831,0.732,0.6777,0.266,0.523
0.7803,0.2656,0.507,0.872,0.7285,0.701,0.2021,0.512
0.786,0.3965,0.505,0.8564,0.718,0.5474,0.3147,0.537
0.834,0.2717,0.5527,0.813,0.758,0.4922,0.4968,0.526
0.7803,0.4463,0.466,0.88,0.658,0.797,0.2454,0.4036
0.7246,0.3892,0.4304,0.8296,0.726,0.5327,0.1095,0.598
0.7837,0.2487,0.5522,0.815,0.6714,0.5625,0.1903,0.559
0.8003,0.4084,0.557,0.8286,0.752,0.4734,0.2012,0.4956
0.7944,0.3481,0.49,0.875,0.8296,0.7393,0.159,0.524
0.7974,0.3616,0.5215,0.861,0.7515,0.535,0.1206,0.499
0.7993,0.341,0.5386,0.8623,0.81,0.66,0.1854,0.4558
0.786,0.3809,0.586,0.8296,0.7104,0.5435,0.192,0.466
0.767,0.3838,0.4998,0.829,0.716,0.4927,0.3237,0.5273
0.7954,0.4028,0.438,0.848,0.742,0.4868,0.3308,0.5005
0.782,0.4465,0.637,0.8105,0.7095,0.7466,0.2532,0.456
0.8013,0.3267,0.531,0.838,0.69,0.4814,0.254,0.6475
0.7915,0.3516,0.4922,0.835,0.73,0.6855,0.3347,0.4062
0.829,0.3193,0.533,0.828,0.723,0.916,0.441,0.4841
0.771,0.3928,0.5127,0.834,0.7266,0.5205,0.08527,0.479
0.7427,0.4392,0.5557,0.8286,0.7407,0.8403,0.1948,0.4968
0.8037,0.6084,0.498,0.849,0.7354,0.4297,0.1261,0.466
0.796,0.353,0.5864,0.8667,0.732,0.693,0.5347,0.486
0.7773,0.521,0.4575,0.8584,0.712,0.816,0.1338,0.4524
0.7944,0.3628,0.503,0.828,0.8,0.575,0.1672,0.5044
0.781,0.313,0.505,0.8384,0.8184,0.512,0.2585,0.544
0.804,0.31,0.538,0.8467,0.744,0.5244,0.2417,0.4658
0.832,0.3652,0.5073,0.827,0.7256,0.7285,0.3083,0.5205
0.782,0.3647,0.6094,0.816,0.729,0.8423,0.23,0.5635
0.726,0.4155,0.579,0.8174,0.788,0.6577,0.2001,0.469
0.784,0.431,0.4675,0.8584,0.7407,0.702,0.1945,0.565
0.7915,0.4443,0.5547,0.8633,0.704,0.542,0.1522,0.468
0.767,0.3728,0.5127,0.829,0.706,0.4993,0.2886,0.4421
0.7603,0.2568,0.6636,0.822,0.745,0.5576,0.1975,0.4302
0.8096,0.4321,0.4614,0.8384,0.758,0.4214,0.03403,0.577
0.779,0.412,0.4253,0.8457,0.7183,0.529,0.1652,0.4287
0.7773,0.282,0.436,0.8315,0.723,0.477,0.264,0.4583
0.8115,0.3833,0.4827,0.8433,0.7573,0.5566,0.0978,0.548
0.844,0.5063,0.4722,0.8447,0.744,0.6743,0.04422,0.4727
0.829,0.3389,0.601,0.8564,0.77,0.689,0.0735,0.4663
0.772,0.3508,0.5166,0.8438,0.7217,0.7217,0.1573,0.4968
0.832,0.3157,0.6035,0.8027,0.7563,0.5923,0.5166,0.517
0.7837,0.488,0.5215,0.843,0.753,0.5376,0.1688,0.5757
0.813,0.3843,0.414,0.82,0.6914,0.426,0.1946,0.4736
0.773,0.3557,0.5635,0.8647,0.8003,0.7393,0.157,0.4775
0.774,0.3564,0.6094,0.8457,0.6797,0.5386,0.1534,0.5127
0.783,0.3716,0.531,0.833,0.7134,0.597,0.1335,0.528
0.797,0.4216,0.5957,0.7944,0.708,0.7524,0.1145,0.5327
0.8164,0.311,0.488,0.8467,0.712,0.474,0.1805,0.539
0.7637,0.4092,0.4998,0.8213,0.729,0.6343,0.1489,0.4854
0.784,0.4058,0.5234,0.8174,0.751,0.487,0.12415,0.4849
0.783,0.316,0.4246,0.8394,0.733,0.551,0.1714,0.5073
0.792,0.4058,0.6577,0.7754,0.7974,0.4854,0.3074,0.4807
0.742,0.3115,0.5244,0.8125,0.7686,0.568,0.1913,0.4412
0.7554,0.4688,0.5024,0.834,0.7305,0.651,0.1473,0.4905
0.845,0.285,0.553,0.87,0.7437,0.7334,0.234,0.4946
0.8076,0.312,0.5957,0.841,0.7456,0.5312,0.1857,0.415
0.8096,0.4324,0.5044,0.829,0.742,0.5,0.1403,0.584
0.784,0.567,0.501,0.8335,0.7925,0.8315,0.3088,0.5776
0.7676,0.3115,0.5103,0.819,0.743,0.7363,0.09546,0.5557
0.7847,0.313,0.514,0.8164,0.7505,0.5107,0.1929,0.593
0.7764,0.4414,0.531,0.8486,0.6997,0.643,0.1493,0.5234
0.785,0.3674,0.571,0.8228,0.6895,0.608,0.05154,0.4988
0.773,0.4834,0.516,0.821,0.7617,0.571,0.1671,0.522
0.75,0.3557,0.5024,0.878,0.718,0.681,0.51,0.483
0.8003,0.3933,0.5415,0.928,0.7944,0.5757,0.2179,0.517
0.8003,0.4897,0.5166,0.831,0.7363,0.7925,0.1273,0.5986
0.868,0.3926,0.5566,0.8335,0.8496,0.605,0.1875,0.557
0.827,0.346,0.4255,0.822,0.7837,0.554,0.1595,0.5107
0.7837,0.4565,0.408,0.854,0.7104,0.632,0.1539,0.4592
0.751,0.2092,0.5693,0.8423,0.7173,0.554,0.07355,0.527
0.811,0.3228,0.5435,0.837,0.8174,0.4,0.172,0.4868
0.748,0.4792,0.6177,0.8555,0.7734,0.633,0.1836,0.5356
0.769,0.3796,0.5093,0.794,0.8037,0.593,0.1434,0.4854
0.771,0.422,0.499,0.8447,0.801,0.495,0.141,0.629
0.8267,0.363,0.5977,0.8535,0.6885,0.608,0.1146,0.579
0.8027,0.38,0.603,0.828,0.7866,0.732,0.143,0.532
0.7505,0.3389,0.6265,0.8784,0.734,0.644,0.1674,0.5044
0.804,0.3577,0.559,0.811,0.7827,0.6045,0.1528,0.494
0.821,0.317,0.5693,0.8325,0.7554,0.528,0.1447,0.4985
0.762,0.4385,0.5737,0.83,0.7407,0.4287,0.1372,0.5713
0.8374,0.4048,0.5283,0.834,0.8076,0.578,0.1092,0.605
0.8384,0.2032,0.5977,0.864,0.712,0.559,0.11487,0.5464
0.796,0.2874,0.4854,0.821,0.807,0.7573,0.1943,0.4932
0.808,0.4692,0.4539,0.8228,0.7266,0.4507,0.226,0.5327
0.851,0.5674,0.6187,0.853,0.7046,0.6187,0.2542,0.558
0.803,0.5293,0.557,0.8335,0.9375,0.6514,0.1356,0.4946
0.7983,0.3418,0.4255,0.849,0.734,0.7427,0.1494,0.508
0.8247,0.3264,0.6035,0.839,0.708,0.652,0.0922,0.506
